class_name	contributor	package_name
FigExtensionPointsCompartment	mvw	argouml.org.argouml.uml.diagram.ui
FigEnumLiteralsCompartment	tfmorris	argouml.org.argouml.uml.diagram.ui
FigKeyword	mvw	argouml.org.argouml.uml.diagram.ui
FigGeneralization	mvw	argouml.org.argouml.uml.diagram.ui
FigMultiLineText	mvw	argouml.org.argouml.uml.diagram.ui
FigMessage	mvw	argouml.org.argouml.uml.diagram.ui
FigNameWithAbstract	mvw	argouml.org.argouml.uml.diagram.ui
FigMultiLineTextWithBold	mvw	argouml.org.argouml.uml.diagram.ui
FigNodeAssociation	bob.tarling	argouml.org.argouml.uml.diagram.ui
FigNameWithAbstractAndBold	mvw	argouml.org.argouml.uml.diagram.ui
FigOperationsCompartment	bob.tarling	argouml.org.argouml.uml.diagram.ui
FigNodeModelElement	thomas.n	argouml.org.argouml.uml.diagram.ui
FigProfileIcon	euluis	argouml.org.argouml.uml.diagram.ui
FigPermission	mvw	argouml.org.argouml.uml.diagram.ui
DiagramNameDocument	tfmorris	argouml.org.argouml.uml.diagram.ui
DnDJGraph	mvw	argouml.org.argouml.uml.diagram.ui
EnumLiteralsCompartmentContainer	mvw	argouml.org.argouml.uml.diagram.ui
FeaturesCompartmentContainer	mvw	argouml.org.argouml.uml.diagram.ui
FigAbstraction	mvw	argouml.org.argouml.uml.diagram.ui
FigAssociation	bob.tarling	argouml.org.argouml.uml.diagram.ui
FigAssociationClass	bob.tarling	argouml.org.argouml.uml.diagram.ui
FigAssociationEnd	mvw	argouml.org.argouml.uml.diagram.ui
FigAttributesCompartment	bob.tarling	argouml.org.argouml.uml.diagram.ui
FigClassAssociationClass	mvw	argouml.org.argouml.uml.diagram.ui
FigCompartment	bob.tarling	argouml.org.argouml.uml.diagram.ui
FigCompartmentBox	bob.tarling	argouml.org.argouml.uml.diagram.ui
FigDependency	mvw	argouml.org.argouml.uml.diagram.ui
FigEdgeAssociationClass	mvw	argouml.org.argouml.uml.diagram.ui
FigEdgeModelElement	thomas.n	argouml.org.argouml.uml.diagram.ui
FigEdgePort	mvw	argouml.org.argouml.uml.diagram.ui
ActionStereotypeViewTextual	mvw	argouml.org.argouml.uml.diagram.ui
ActionStereotypeViewSmallIcon	mvw	argouml.org.argouml.uml.diagram.ui
ActionStereotypeViewBigIcon	mvw	argouml.org.argouml.uml.diagram.ui
ActionStereotypeView	tfmorris	argouml.org.argouml.uml.diagram.ui
ActionVisibilityPublic	bob.tarling	argouml.org.argouml.uml.diagram.ui
ActionVisibilityProtected	bob.tarling	argouml.org.argouml.uml.diagram.ui
ActionVisibilityPrivate	bob.tarling	argouml.org.argouml.uml.diagram.ui
ActionVisibilityPackage	bob.tarling	argouml.org.argouml.uml.diagram.ui
ArgoFigText	mvw	argouml.org.argouml.uml.diagram.ui
ArgoFigGroup	tfmorris	argouml.org.argouml.uml.diagram.ui
ArgoFig	tfmorris	argouml.org.argouml.uml.diagram.ui
AddExistingNodeCommand	tfmorris	argouml.org.argouml.uml.diagram.ui
CompartmentFigText	mvw	argouml.org.argouml.uml.diagram.ui
Clarifiable	tfmorris	argouml.org.argouml.uml.diagram.ui
ArgoModeCreateFigText	tfmorris	argouml.org.argouml.uml.diagram.ui
ArgoFigUtil	mvw	argouml.org.argouml.uml.diagram.ui
ActionModifierAbstract	bob.tarling	argouml.org.argouml.uml.diagram.ui
ActionModifierActive	bob.tarling	argouml.org.argouml.uml.diagram.ui
ActionEdgesDisplay	bob.tarling	argouml.org.argouml.uml.diagram.ui
ActionList	tfmorris	argouml.org.argouml.uml.diagram.ui
ActionMultiplicity	bob.tarling	argouml.org.argouml.uml.diagram.ui
ActionNavigability	bob.tarling	argouml.org.argouml.uml.diagram.ui
ActionModifierLeaf	bob.tarling	argouml.org.argouml.uml.diagram.ui
ActionModifierRoot	bob.tarling	argouml.org.argouml.uml.diagram.ui
ActionSetAddAssociationClassMode	mvw	argouml.org.argouml.uml.diagram.ui
ActionSetAddAssociationEndMode	mvw	argouml.org.argouml.uml.diagram.ui
ActionRemoveFromDiagram	tfmorris	argouml.org.argouml.uml.diagram.ui
ActionSaveDiagramToClipboard	tfmorris	argouml.org.argouml.uml.diagram.ui
ActionSetMode	mvw	argouml.org.argouml.uml.diagram.ui
ActionSetPath	mvw	argouml.org.argouml.uml.diagram.ui
ActionSetAddAssociationMode	bob.tarling	argouml.org.argouml.uml.diagram.ui
ActionSetAddCommentLinkMode	mvw	argouml.org.argouml.uml.diagram.ui
GeneratorHelper	mvw	argouml.org.argouml.uml.generator
GeneratorManager	tfmorris	argouml.org.argouml.uml.generator
Language	penyaskito	argouml.org.argouml.uml.generator
SourceUnit	tfmorris	argouml.org.argouml.uml.generator
GenCompositeClasses2	linus	argouml.org.argouml.uml
GenDescendantClasses	tfmorris	argouml.org.argouml.uml
AbstractSection	tfmorris	argouml.org.argouml.uml.generator
CodeGenerator	tfmorris	argouml.org.argouml.uml.generator
UseCaseDiagramGraphModel	tfmorris	argouml.org.argouml.uml.diagram.use_case
VisibilityContainer	mvw	argouml.org.argouml.uml.diagram
DocumentationManager	tfmorris	argouml.org.argouml.uml
GenAncestorClasses	tfmorris	argouml.org.argouml.uml
StylePanelFigUseCase	mvw	argouml.org.argouml.uml.diagram.use_case.ui
UMLUseCaseDiagram	mvw	argouml.org.argouml.uml.diagram.use_case.ui
UseCaseDiagramPropPanelFactory	mvw	argouml.org.argouml.uml.diagram.use_case.ui
UseCaseDiagramRenderer	bob.tarling	argouml.org.argouml.uml.diagram.use_case.ui
PropPanelUMLUseCaseDiagram	mvw	argouml.org.argouml.uml.diagram.use_case.ui
InitUseCaseDiagram	mvw	argouml.org.argouml.uml.diagram.use_case.ui
SelectionUseCase	mvw	argouml.org.argouml.uml.diagram.use_case.ui
SelectionActor	mvw	argouml.org.argouml.uml.diagram.use_case.ui
FigExtensionPoint	mvw	argouml.org.argouml.uml.diagram.use_case.ui
FigExtend	mvw	argouml.org.argouml.uml.diagram.use_case.ui
FigUseCase	bob.tarling	argouml.org.argouml.uml.diagram.use_case.ui
FigInclude	mvw	argouml.org.argouml.uml.diagram.use_case.ui
UmlDiagramRenderer	bob.tarling	argouml.org.argouml.uml.diagram
UMLDiagram	bob.tarling	argouml.org.argouml.uml.diagram.ui
FigActor	mvw	argouml.org.argouml.uml.diagram.use_case.ui
UMLMutableGraphSupport	tfmorris	argouml.org.argouml.uml.diagram
StylePanelFigAssociationClass	mvw	argouml.org.argouml.uml.diagram.ui
StereotypeStyled	tfmorris	argouml.org.argouml.uml.diagram.ui
TabDiagram	tfmorris	argouml.org.argouml.uml.diagram.ui
StylePanelFigMessage	tfmorris	argouml.org.argouml.uml.diagram.ui
SPFigEdgeModelElement	mvw	argouml.org.argouml.uml.diagram.ui
StatusBarAdapter	tfmorris	argouml.org.argouml.uml.diagram.ui
SelectionRerouteEdge	bob.tarling	argouml.org.argouml.uml.diagram.ui
SettingsTabDiagramAppearance	tfmorris	argouml.org.argouml.uml.diagram.ui
SelectionMoveClarifiers	tfmorris	argouml.org.argouml.uml.diagram.ui
SelectionNodeClarifiers2	mvw	argouml.org.argouml.uml.diagram.ui
RadioAction	tfmorris	argouml.org.argouml.uml.diagram.ui
SelectionEdgeClarifiers	tfmorris	argouml.org.argouml.uml.diagram.ui
PropPanelDiagram	tfmorris	argouml.org.argouml.uml.diagram.ui
PropPanelString	mvw	argouml.org.argouml.uml.diagram.ui
PathConvPercent2	tfmorris	argouml.org.argouml.uml.diagram.ui
PathItemPlacement	dthompson	argouml.org.argouml.uml.diagram.ui
ModeLabelDrag	dthompson	argouml.org.argouml.uml.diagram.ui
ModeLabelDragFactory	dthompson	argouml.org.argouml.uml.diagram.ui
ModeCreatePermission	tfmorris	argouml.org.argouml.uml.diagram.ui
ModeCreateUsage	bob.tarling	argouml.org.argouml.uml.diagram.ui
ModeCreateGraphEdge	tfmorris	argouml.org.argouml.uml.diagram.ui
ModeCreateGeneralization	linus	argouml.org.argouml.uml.diagram.ui
ModeCreateDependency	linus	argouml.org.argouml.uml.diagram.ui
ModeCreateCommentEdge	tfmorris	argouml.org.argouml.uml.diagram.ui
ModeCreateAssociationEnd	bob.tarling	argouml.org.argouml.uml.diagram.ui
ModeCreateAssociationClass	bob.tarling	argouml.org.argouml.uml.diagram.ui
ModeCreateAssociation	bob.tarling	argouml.org.argouml.uml.diagram.ui
ModeAddToDiagram	tfmorris	argouml.org.argouml.uml.diagram.ui
InitDiagramAppearanceUI	mvw	argouml.org.argouml.uml.diagram.ui
FigUsage	mvw	argouml.org.argouml.uml.diagram.ui
FigTrace	tfmorris	argouml.org.argouml.uml.diagram.ui
FigTextGroup	bob.tarling	argouml.org.argouml.uml.diagram.ui
FigStereotypesGroup	bob.tarling	argouml.org.argouml.uml.diagram.ui
FigStereotype	tfmorris	argouml.org.argouml.uml.diagram.ui
FigSingleLineTextWithNotation	mvw	argouml.org.argouml.uml.diagram.ui
FigSingleLineText	mvw	argouml.org.argouml.uml.diagram.ui
ActionPaste	tfmorris	argouml.org.argouml.uml.ui
ActionRemoveModelElement	tfmorris	argouml.org.argouml.uml.ui
ActionReopenProject	tfmorris	argouml.org.argouml.uml.ui
ActionRevertToSaved	tfmorris	argouml.org.argouml.uml.ui
ActionSaveAllGraphics	tfmorris	argouml.org.argouml.uml.ui
ActionSaveGraphics	tfmorris	argouml.org.argouml.uml.ui
ActionSaveProject	tfmorris	argouml.org.argouml.uml.ui
ActionSaveProjectAs	tfmorris	argouml.org.argouml.uml.ui
ActionNavigateNamespace	tfmorris	argouml.org.argouml.uml.ui
ActionNavigateOppositeAssocEnd	tfmorris	argouml.org.argouml.uml.ui
ActionNavigateOwner	tfmorris	argouml.org.argouml.uml.ui
ActionNavigateTransition	tfmorris	argouml.org.argouml.uml.ui
ActionNavigateUpNextDown	tfmorris	argouml.org.argouml.uml.ui
ActionNavigateUpPreviousDown	tfmorris	argouml.org.argouml.uml.ui
ActionNewDiagram	bob.tarling	argouml.org.argouml.uml.ui
ActionOpenProject	tfmorris	argouml.org.argouml.uml.ui
ActionGenerationSettings	bob.tarling	argouml.org.argouml.uml.ui
ActionGenerateProjectCode	bob.tarling	argouml.org.argouml.uml.ui
ActionLayout	tfmorris	argouml.org.argouml.uml.ui
ActionImportFromSources	bob.tarling	argouml.org.argouml.uml.ui
ActionNavigateAssociation	tfmorris	argouml.org.argouml.uml.ui
ActionNavigateAction	tfmorris	argouml.org.argouml.uml.ui
ActionNavigateContext	tfmorris	argouml.org.argouml.uml.ui
ActionNavigateContainerElement	tfmorris	argouml.org.argouml.uml.ui
ActionCollaborationDiagram	bob.tarling	argouml.org.argouml.uml.ui
ActionClassDiagram	bob.tarling	argouml.org.argouml.uml.ui
ActionCut	linus	argouml.org.argouml.uml.ui
ActionCopy	tfmorris	argouml.org.argouml.uml.ui
ActionDeploymentDiagram	tfmorris	argouml.org.argouml.uml.ui
ActionDeleteModelElements	bob.tarling	argouml.org.argouml.uml.ui
ActionGenerateOne	bob.tarling	argouml.org.argouml.uml.ui
ActionGenerateAll	bob.tarling	argouml.org.argouml.uml.ui
AbstractActionRemoveElement	bob.tarling	argouml.org.argouml.uml.ui
ActionActivityDiagram	tfmorris	argouml.org.argouml.uml.ui
AbstractActionNavigate	bob.tarling	argouml.org.argouml.uml.ui
AbstractActionNewModelElement	bob.tarling	argouml.org.argouml.uml.ui
ActionAddTopLevelPackage	bob.tarling	argouml.org.argouml.uml.ui
ActionBooleanTaggedValue	bob.tarling	argouml.org.argouml.uml.ui
ActionAddDiagram	bob.tarling	argouml.org.argouml.uml.ui
ActionAddPackage	bob.tarling	argouml.org.argouml.uml.ui
ImportClasspathDialog	tfmorris	argouml.org.argouml.uml.reveng.ui
ImportStatusScreen	tfmorris	argouml.org.argouml.uml.reveng.ui
Setting	tfmorris	argouml.org.argouml.uml.reveng
SettingsTypes	tfmorris	argouml.org.argouml.uml.reveng
TMResults	tfmorris	argouml.org.argouml.uml
AbstractActionAddModelElement2	bob.tarling	argouml.org.argouml.uml.ui
ProblemsDialog	tfmorris	argouml.org.argouml.uml.reveng.ui
StereotypeUtility	thn	argouml.org.argouml.uml
ImporterManager	tfmorris	argouml.org.argouml.uml.reveng
ImportCommon	bob.tarling	argouml.org.argouml.uml.reveng
ImportClassLoader	thomas.n	argouml.org.argouml.uml.reveng
Import	linus	argouml.org.argouml.uml.reveng
MethodImportInterface	thn	argouml.org.argouml.uml.reveng
ImportSettingsInternal	tfmorris	argouml.org.argouml.uml.reveng
ImportSettings	tfmorris	argouml.org.argouml.uml.reveng
ImportInterface	tfmorris	argouml.org.argouml.uml.reveng
PredicateSearch	tfmorris	argouml.org.argouml.uml
PredicateNotInTrash	tfmorris	argouml.org.argouml.uml
ClassGenerationDialog	tfmorris	argouml.org.argouml.uml.generator.ui
TempFileUtils	tfmorris	argouml.org.argouml.uml.generator
FileImportUtils	tfmorris	argouml.org.argouml.uml.reveng
DiagramInterface	mvw	argouml.org.argouml.uml.reveng
ConfigPanelExtension	tfmorris	argouml.org.argouml.uml.reveng
ProjectMemberModel	thn	argouml.org.argouml.uml
PropPanelArgument	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelCallAction	bob.tarling	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelComponentInstance	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelCreateAction	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
ActionSetActionAsynchronous	bob.tarling	argouml.org.argouml.uml.ui.behavior.common_behavior
PopupMenuNewAction	mvw	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelAction	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelActionSequence	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
ActionNewSignal	linus	argouml.org.argouml.uml.ui.behavior.common_behavior
ActionNewTerminateAction	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
ActionNewUninterpretedAction	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
ActionRemoveArgument	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
ActionNewException	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
ActionNewReception	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
ActionNewReturnAction	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
ActionNewSendAction	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelUninterpretedAction	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelTerminateAction	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
UMLActionAsynchronousCheckBox	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
UMLActionArgumentListModel	mvw	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelSendAction	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelReturnAction	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelStimulus	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelSignal	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelNodeInstance	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelLinkEnd	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelReception	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelObject	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelException	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelDestroyAction	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelLink	bob.tarling	argouml.org.argouml.uml.ui.behavior.common_behavior
PropPanelInstance	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
ActionAddSignalsToSignalEvent	mvw	argouml.org.argouml.uml.ui.behavior.state_machines
ActionNewCallEvent	tfmorris	argouml.org.argouml.uml.ui.behavior.state_machines
AbstractPropPanelState	tfmorris	argouml.org.argouml.uml.ui.behavior.state_machines
ActionAddEventAsDeferrableEvent	mvw	argouml.org.argouml.uml.ui.behavior.state_machines
UMLStimulusReceiverListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
UMLStimulusSenderListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
UMLReceptionSpecificationDocument	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
UMLSignalContextListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
UMLReceptionSignalComboBox	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
UMLReceptionSignalComboBoxModel	bob.tarling	argouml.org.argouml.uml.ui.behavior.common_behavior
UMLInstanceSenderStimulusListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
UMLLinkConnectionListModel	mvw	argouml.org.argouml.uml.ui.behavior.common_behavior
UMLInstanceLinkEndListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
UMLInstanceReceiverStimulusListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
UMLCreateActionClassifierListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
UMLInstanceClassifierListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
ActionSetStubStateReferenceState	bob.tarling	argouml.org.argouml.uml.ui.behavior.state_machines
ActionSetContextStateMachine	bob.tarling	argouml.org.argouml.uml.ui.behavior.state_machines
ActionSetCompositeStateConcurrent	bob.tarling	argouml.org.argouml.uml.ui.behavior.state_machines
ActionNewTransition	tfmorris	argouml.org.argouml.uml.ui.behavior.state_machines
ActionNewTimeEvent	tfmorris	argouml.org.argouml.uml.ui.behavior.state_machines
ActionNewSynchState	tfmorris	argouml.org.argouml.uml.ui.behavior.state_machines
ActionNewSubmachineState	tfmorris	argouml.org.argouml.uml.ui.behavior.state_machines
ActionNewStubState	tfmorris	argouml.org.argouml.uml.ui.behavior.state_machines
ActionNewSimpleState	tfmorris	argouml.org.argouml.uml.ui.behavior.state_machines
ActionNewSignalEvent	tfmorris	argouml.org.argouml.uml.ui.behavior.state_machines
ActionNewPseudoState	tfmorris	argouml.org.argouml.uml.ui.behavior.state_machines
ActionNewGuard	tfmorris	argouml.org.argouml.uml.ui.behavior.state_machines
ActionNewFinalState	tfmorris	argouml.org.argouml.uml.ui.behavior.state_machines
ActionNewEvent	tfmorris	argouml.org.argouml.uml.ui.behavior.state_machines
ActionNewCompositeState	tfmorris	argouml.org.argouml.uml.ui.behavior.state_machines
ActionNewChangeEvent	tfmorris	argouml.org.argouml.uml.ui.behavior.state_machines
ActionSetObjectFlowStateClassifier	bob.tarling	argouml.org.argouml.uml.ui.behavior.activity_graphs
ActionSetSynch	bob.tarling	argouml.org.argouml.uml.ui.behavior.activity_graphs
PropPanelActionState	tfmorris	argouml.org.argouml.uml.ui.behavior.activity_graphs
PropPanelActivityGraph	tfmorris	argouml.org.argouml.uml.ui.behavior.activity_graphs
PropPanelCallState	tfmorris	argouml.org.argouml.uml.ui.behavior.activity_graphs
PropPanelClassifierInState	bob.tarling	argouml.org.argouml.uml.ui.behavior.activity_graphs
PropPanelObjectFlowState	tfmorris	argouml.org.argouml.uml.ui.behavior.activity_graphs
PropPanelPartition	bob.tarling	argouml.org.argouml.uml.ui.behavior.activity_graphs
ActionSequenceDiagram	tfmorris	argouml.org.argouml.uml.ui
ActionSetMultiplicity	bob.tarling	argouml.org.argouml.uml.ui
ActionSetSourcePath	bob.tarling	argouml.org.argouml.uml.ui
ActionStateDiagram	tfmorris	argouml.org.argouml.uml.ui
ActionUseCaseDiagram	tfmorris	argouml.org.argouml.uml.ui
ActionAddEventAsTrigger	mvw	argouml.org.argouml.uml.ui.behavior.activity_graphs
ActionNewClassifierInState	bob.tarling	argouml.org.argouml.uml.ui.behavior.activity_graphs
ActionNewEntryCallAction	bob.tarling	argouml.org.argouml.uml.ui.behavior.activity_graphs
ActionSetAssociationRoleBase	bob.tarling	argouml.org.argouml.uml.ui.behavior.collaborations
ActionRemoveClassifierRoleBase	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
ActionSetRepresentedClassifierCollaboration	bob.tarling	argouml.org.argouml.uml.ui.behavior.collaborations
ActionSetClassifierRoleMultiplicity	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
PropPanelAssociationEndRole	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
ActionSetRepresentedOperationCollaboration	bob.tarling	argouml.org.argouml.uml.ui.behavior.collaborations
PropPanelClassifierRole	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
PropPanelAssociationRole	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLActionSynchCheckBox	tfmorris	argouml.org.argouml.uml.ui.behavior.activity_graphs
PropPanelSubactivityState	tfmorris	argouml.org.argouml.uml.ui.behavior.activity_graphs
UMLCallStateEntryList	linus	argouml.org.argouml.uml.ui.behavior.activity_graphs
UMLActivityGraphContextComboBoxModel	bob.tarling	argouml.org.argouml.uml.ui.behavior.activity_graphs
ActionAddClassifierRoleBase	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLObjectFlowStateClassifierComboBoxModel	bob.tarling	argouml.org.argouml.uml.ui.behavior.activity_graphs
ActionNewActionForMessage	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
ActionAddMessagePredecessor	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLCollaborationConstrainingElementListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLCollaborationInteractionListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLClassifierRoleAvailableFeaturesListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLClassifierRoleBaseListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLInteractionContextListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLInteractionMessagesListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLCollaborationRepresentedClassifierComboBoxModel	bob.tarling	argouml.org.argouml.uml.ui.behavior.collaborations
UMLCollaborationRepresentedOperationComboBoxModel	bob.tarling	argouml.org.argouml.uml.ui.behavior.collaborations
PropPanelMessage	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLAssociationEndRoleBaseListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
PropPanelCollaboration	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
PropPanelInteraction	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLAssociationRoleMessageListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLClassifierRoleAvailableContentsListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLAssociationRoleAssociationEndRoleListModel	mvw	argouml.org.argouml.uml.ui.behavior.collaborations
UMLAssociationRoleBaseComboBoxModel	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
ActionNewActionSequence	mvw	argouml.org.argouml.uml.ui.behavior.common_behavior
ActionNewAction	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
ActionAddInstanceClassifier	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
ActionAddCreateActionInstantiation	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
ActionNewDestroyAction	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
ActionNewCreateAction	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
ActionNewCallAction	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
ActionNewArgument	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
UMLMessageInteractionListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLMessageActivatorComboBoxModel	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLMessageActivatorComboBox	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLMessageActionListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
ActionAddContextSignal	tfmorris	argouml.org.argouml.uml.ui.behavior.common_behavior
UMLMessageSenderListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLMessageReceiverListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLMessagePredecessorListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.collaborations
UMLExtendExtensionListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.use_cases
UMLExtendBaseListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.use_cases
UMLExtensionPointExtendListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.use_cases
UMLExtendExtensionPointListModel	mvw	argouml.org.argouml.uml.ui.behavior.use_cases
PropPanelExtensionPoint	jeremy.bennett	argouml.org.argouml.uml.ui.behavior.use_cases
PropPanelExtend	bob.tarling	argouml.org.argouml.uml.ui.behavior.use_cases
PropPanelUseCase	tfmorris	argouml.org.argouml.uml.ui.behavior.use_cases
PropPanelInclude	bob.tarling	argouml.org.argouml.uml.ui.behavior.use_cases
UMLUseCaseExtendListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.use_cases
UMLIncludeListModel	bob.tarling	argouml.org.argouml.uml.ui.behavior.use_cases
UMLUseCaseIncludeListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.use_cases
UMLUseCaseExtensionPointListModel	mvw	argouml.org.argouml.uml.ui.behavior.use_cases
UMLExtensionPointUseCaseListModel	tfmorris	argouml.org.argouml.uml.ui.behavior.use_cases
UMLExtensionPointLocationDocument	tfmorris	argouml.org.argouml.uml.ui.behavior.use_cases
UMLIncludeBaseListModel	bob.tarling	argouml.org.argouml.uml.ui.behavior.use_cases
UMLIncludeAdditionListModel	bob.tarling	argouml.org.argouml.uml.ui.behavior.use_cases
ActionAddDataType	tfmorris	argouml.org.argouml.uml.ui.foundation.core
ActionAddEnumeration	tfmorris	argouml.org.argouml.uml.ui.foundation.core
ActionAddEnumerationLiteral	bob.tarling	argouml.org.argouml.uml.ui.foundation.core
ActionAddLiteral	tfmorris	argouml.org.argouml.uml.ui.foundation.core
ElementPropPanelFactory	mvw	argouml.org.argouml.uml.ui
ActionAddAssociationSpecification	tfmorris	argouml.org.argouml.uml.ui.foundation.core
ActionAddAttribute	bob.tarling	argouml.org.argouml.uml.ui.foundation.core
ActionAddClientDependencyAction	tfmorris	argouml.org.argouml.uml.ui.foundation.core
ActionNewInterface	tfmorris	argouml.org.argouml.uml.ui.foundation.core
ActionNewModelElementConstraint	tfmorris	argouml.org.argouml.uml.ui.foundation.core
ActionNewParameter	tfmorris	argouml.org.argouml.uml.ui.foundation.core
ActionSetAssociationEndAggregation	bob.tarling	argouml.org.argouml.uml.ui.foundation.core
ActionAddOperation	bob.tarling	argouml.org.argouml.uml.ui.foundation.core
ActionAddSupplierDependencyAction	tfmorris	argouml.org.argouml.uml.ui.foundation.core
ActionNewClass	mvw	argouml.org.argouml.uml.ui.foundation.core
ActionNewInnerClass	tfmorris	argouml.org.argouml.uml.ui.foundation.core
ActionSetClassActive	bob.tarling	argouml.org.argouml.uml.ui.foundation.core
ActionSetChangeability	bob.tarling	argouml.org.argouml.uml.ui.foundation.core
ActionSetBehavioralFeatureQuery	bob.tarling	argouml.org.argouml.uml.ui.foundation.core
ActionSetAssociationEndType	bob.tarling	argouml.org.argouml.uml.ui.foundation.core
ActionSetAssociationEndTargetScope	bob.tarling	argouml.org.argouml.uml.ui.foundation.core
ActionSetAssociationEndOrdering	bob.tarling	argouml.org.argouml.uml.ui.foundation.core
ActionSetAssociationEndNavigable	bob.tarling	argouml.org.argouml.uml.ui.foundation.core
